Papers' ID,Sample_ID_IN_VCF,Accession ID,Species,Subpopulation,Subpopulation,Country,data source 
IRIS_313-10509,IRIS_313-10509,ERS469384,O. sativa,Indica,Indica,Africa,IRRI
CX377,CX377,ERS470663,O. sativa,Indica,Indica,Africa,IRMBN
CX376,CX376,ERS470662,O. sativa,Indica,Indica,Africa,IRMBN
CX375,CX375,ERS470661,O. sativa,Indica,Indica,Africa,IRMBN
IRIS_313-9778,IRIS_313-9778,ERS468115,O. sativa,Indica,Indica,Argentina,IRRI
IRIS_313-8128,IRIS_313-8128,ERS468665,O. sativa,Indica,Indica,Argentina,IRRI
IRIS_313-8063,IRIS_313-8063,ERS468624,O. sativa,Indica,Indica,Argentina,IRRI
IRIS_313-9795,IRIS_313-9795,ERS468117,O. sativa,Indica,Indica,Australia,IRRI
B181,B181,ERS470386,O. sativa,Indica,Indica,Australia,MC
B021,B021,ERS470239,O. sativa,Indica,Indica,Australia,MC
W314,SRR1240117,SRR1240117,O. sativa,IndII,Indica,Bangladesh,533
W310,SRR1240113,SRR1240113,O. sativa,IndII,Indica,Bangladesh,533
W147,SRR1239950,SRR1239950,O. sativa,Ind_Int,Indica,Bangladesh,533
IRIS_313-9696,IRIS_313-9696,ERS467880,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-9617,IRIS_313-9617,ERS468099,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-9606,IRIS_313-9606,ERS467871,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-9594,IRIS_313-9594,ERS468092,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-9397,IRIS_313-9397,ERS468287,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-9391,IRIS_313-9391,ERS468065,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-9325,IRIS_313-9325,ERS468059,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-9271,IRIS_313-9271,ERS468049,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-9262,IRIS_313-9262,ERS468048,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-9218,IRIS_313-9218,ERS468041,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-9174,IRIS_313-9174,ERS468031,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-9156,IRIS_313-9156,ERS468219,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-9148,IRIS_313-9148,ERS468030,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-9139,IRIS_313-9139,ERS468029,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-9072,IRIS_313-9072,ERS468020,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-9067,IRIS_313-9067,ERS468018,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-9066,IRIS_313-9066,ERS468017,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-9049,IRIS_313-9049,ERS468274,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-8932,IRIS_313-8932,ERS467994,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-8930,IRIS_313-8930,ERS467993,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-8864,IRIS_313-8864,ERS467823,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-8854,IRIS_313-8854,ERS467981,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-8850,IRIS_313-8850,ERS467980,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-8822,IRIS_313-8822,ERS467977,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-8737,IRIS_313-8737,ERS467970,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-8733,IRIS_313-8733,ERS468261,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-8717,IRIS_313-8717,ERS467967,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-8703,IRIS_313-8703,ERS468256,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-8683,IRIS_313-8683,ERS468254,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-8632,IRIS_313-8632,ERS467959,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-8509,IRIS_313-8509,ERS467948,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-8437,IRIS_313-8437,ERS467941,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-8349,IRIS_313-8349,ERS467933,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-11964,IRIS_313-11964,ERS469110,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-11945,IRIS_313-11945,ERS469090,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-11722,IRIS_313-11722,ERS468885,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-11558,IRIS_313-11558,ERS468755,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-11557,IRIS_313-11557,ERS468754,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-11486,IRIS_313-11486,ERS468697,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-11484,IRIS_313-11484,ERS468695,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-11404,IRIS_313-11404,ERS470196,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-11402,IRIS_313-11402,ERS470194,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-11400,IRIS_313-11400,ERS470192,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-11399,IRIS_313-11399,ERS470191,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-11326,IRIS_313-11326,ERS470119,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-11321,IRIS_313-11321,ERS470113,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-11241,IRIS_313-11241,ERS470034,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-11231,IRIS_313-11231,ERS470023,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-11230,IRIS_313-11230,ERS470022,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-11229,IRIS_313-11229,ERS470021,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-11228,IRIS_313-11228,ERS470020,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-11227,IRIS_313-11227,ERS470019,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-11226,IRIS_313-11226,ERS470018,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-11225,IRIS_313-11225,ERS470017,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-11224,IRIS_313-11224,ERS470016,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-11222,IRIS_313-11222,ERS470014,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-11221,IRIS_313-11221,ERS470012,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-11220,IRIS_313-11220,ERS470011,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-11219,IRIS_313-11219,ERS470010,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-11212,IRIS_313-11212,ERS470004,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-11211,IRIS_313-11211,ERS470002,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-11209,IRIS_313-11209,ERS470000,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-11208,IRIS_313-11208,ERS469999,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-11207,IRIS_313-11207,ERS469998,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-11206,IRIS_313-11206,ERS469997,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-11205,IRIS_313-11205,ERS469996,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-11204,IRIS_313-11204,ERS469995,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-11203,IRIS_313-11203,ERS469994,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-11115,IRIS_313-11115,ERS469912,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-11114,IRIS_313-11114,ERS469911,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-11113,IRIS_313-11113,ERS469910,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-10986,IRIS_313-10986,ERS469790,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-10985,IRIS_313-10985,ERS469789,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-10984,IRIS_313-10984,ERS469788,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-10983,IRIS_313-10983,ERS469787,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-10982,IRIS_313-10982,ERS469785,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-10980,IRIS_313-10980,ERS469783,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-10978,IRIS_313-10978,ERS469781,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-10977,IRIS_313-10977,ERS469780,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-10975,IRIS_313-10975,ERS469778,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-10974,IRIS_313-10974,ERS469777,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-10973,IRIS_313-10973,ERS469776,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-10972,IRIS_313-10972,ERS469774,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-10971,IRIS_313-10971,ERS469773,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-10539,IRIS_313-10539,ERS469400,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-10341,IRIS_313-10341,ERS467920,O. sativa,Indica,Indica,Bangladesh,IRRI
IRIS_313-10340,IRIS_313-10340,ERS468303,O. sativa,Indica,Indica,Bangladesh,IRRI
CX3,CX3,ERS470603,O. sativa,Indica,Indica,Bangladesh,IRMBN
CX2,CX2,ERS470533,O. sativa,Indica,Indica,Bangladesh,IRMBN
IRGC25901,IRGC25901,"SRR063634,",O. sativa,IND,Indica,Bangladesh ,50
B176,B176,ERS470383,O. sativa,Indica,Indica,Bangladesh ,MC
IRIS_313-10048,IRIS_313-10048,ERS468151,O. sativa,Indica,Indica,Benin,IRRI
IRIS_313-9572,IRIS_313-9572,ERS468088,O. sativa,Indica,Indica,Bhutan,IRRI
IRIS_313-9506,IRIS_313-9506,ERS468078,O. sativa,Indica,Indica,Bhutan,IRRI
IRIS_313-8519,IRIS_313-8519,ERS468378,O. sativa,Indica,Indica,Bhutan,IRRI
IRIS_313-12138,IRIS_313-12138,ERS469230,O. sativa,Indica,Indica,Bhutan,IRRI
IRIS_313-11743,IRIS_313-11743,ERS468907,O. sativa,Indica,Indica,Bhutan,IRRI
IRIS_313-11691,IRIS_313-11691,ERS468866,O. sativa,Indica,Indica,Bhutan,IRRI
IRIS_313-11120,IRIS_313-11120,ERS469918,O. sativa,Indica,Indica,Bhutan,IRRI
W168,SRR1239971,SRR1239971,O. sativa,IndII,Indica,Brazil,533
IRIS_313-9623,IRIS_313-9623,ERS468100,O. sativa,Indica,Indica,Brazil,IRRI
IRIS_313-15903,IRIS_313-15903,ERS467760,O. sativa,Indica,Indica,Brazil,IRRI
IRIS_313-11912,IRIS_313-11912,ERS469055,O. sativa,Indica,Indica,Brazil,IRRI
IRIS_313-11429,IRIS_313-11429,ERS468647,O. sativa,Indica,Indica,Brazil,IRRI
IRIS_313-11411,IRIS_313-11411,ERS470203,O. sativa,Indica,Indica,Brazil,IRRI
IRIS_313-10968,IRIS_313-10968,ERS469770,O. sativa,Indica,Indica,Brazil,IRRI
IRIS_313-10966,IRIS_313-10966,ERS469768,O. sativa,Indica,Indica,Brazil,IRRI
IRIS_313-10301,IRIS_313-10301,ERS468192,O. sativa,Indica,Indica,Brazil,IRRI
IRIS_313-10220,IRIS_313-10220,ERS468298,O. sativa,Indica,Indica,Brazil,IRRI
IRIS_313-10161,IRIS_313-10161,ERS468163,O. sativa,Indica,Indica,Brazil,IRRI
GP573,GP573,ERR036821,O. sativa,Indica,Indica,Brazil,462
GP3,GP3,ERR036608,O. sativa,Indica,Indica,Brazil,462
CX240,CX240,ERS470564,O. sativa,Indica,Indica,Brazil,IRMBN
IRGC30416,IRGC30416,"SRR063616,SRR063646",O. sativa,IND,Indica,Brazil ,50
IRIS_313-9574,IRIS_313-9574,ERS468089,O. sativa,Indica,Indica,Brunei,IRRI
IRIS_313-11989,IRIS_313-11989,ERS469127,O. sativa,Indica,Indica,Brunei,IRRI
IRIS_313-8143,IRIS_313-8143,ERS468546,O. sativa,Indica,Indica,Bulgaria,IRRI
IRIS_313-8391,IRIS_313-8391,ERS468241,O. sativa,Indica,Indica,Burkina Faso,IRRI
IRIS_313-7620,IRIS_313-7620,ERS468642,O. sativa,Indica,Indica,Burkina Faso,IRRI
IRIS_313-11983,IRIS_313-11983,ERS469161,O. sativa,Indica,Indica,Burkina Faso,IRRI
IRIS_313-11941,IRIS_313-11941,ERS469086,O. sativa,Indica,Indica,Burkina Faso,IRRI
IRIS_313-11940,IRIS_313-11940,ERS469085,O. sativa,Indica,Indica,Burkina Faso,IRRI
IRIS_313-11939,IRIS_313-11939,ERS469084,O. sativa,Indica,Indica,Burkina Faso,IRRI
IRIS_313-11938,IRIS_313-11938,ERS469083,O. sativa,Indica,Indica,Burkina Faso,IRRI
GP64,GP64,ERR036668,O. sativa,Indica,Indica,Burma,462
IRIS_313-12053,IRIS_313-12053,ERS469186,O. sativa,Indica,Indica,Burundi,IRRI
IRIS_313-11914,IRIS_313-11914,ERS469058,O. sativa,Indica,Indica,Burundi,IRRI
IRIS_313-10114,IRIS_313-10114,ERS468156,O. sativa,Indica,Indica,Burundi,IRRI
W093,SRR1239896,SRR1239896,O. sativa,Ind_Int,Indica,Cambodia,533
IRIS_313-9249,IRIS_313-9249,ERS468222,O. sativa,Indica,Indica,Cambodia,IRRI
IRIS_313-12251,IRIS_313-12251,ERS469281,O. sativa,Indica,Indica,Cambodia,IRRI
IRIS_313-12249,IRIS_313-12249,ERS469280,O. sativa,Indica,Indica,Cambodia,IRRI
IRIS_313-12247,IRIS_313-12247,ERS469279,O. sativa,Indica,Indica,Cambodia,IRRI
IRIS_313-12246,IRIS_313-12246,ERS469278,O. sativa,Indica,Indica,Cambodia,IRRI
IRIS_313-12161,IRIS_313-12161,ERS469243,O. sativa,Indica,Indica,Cambodia,IRRI
IRIS_313-12152,IRIS_313-12152,ERS469242,O. sativa,Indica,Indica,Cambodia,IRRI
IRIS_313-12151,IRIS_313-12151,ERS469240,O. sativa,Indica,Indica,Cambodia,IRRI
IRIS_313-12148,IRIS_313-12148,ERS469239,O. sativa,Indica,Indica,Cambodia,IRRI
IRIS_313-12147,IRIS_313-12147,ERS469238,O. sativa,Indica,Indica,Cambodia,IRRI
IRIS_313-12146,IRIS_313-12146,ERS469237,O. sativa,Indica,Indica,Cambodia,IRRI
IRIS_313-12143,IRIS_313-12143,ERS469235,O. sativa,Indica,Indica,Cambodia,IRRI
IRIS_313-12142,IRIS_313-12142,ERS469234,O. sativa,Indica,Indica,Cambodia,IRRI
IRIS_313-12109,IRIS_313-12109,ERS469216,O. sativa,Indica,Indica,Cambodia,IRRI
IRIS_313-12102,IRIS_313-12102,ERS469214,O. sativa,Indica,Indica,Cambodia,IRRI
IRIS_313-12101,IRIS_313-12101,ERS469213,O. sativa,Indica,Indica,Cambodia,IRRI
IRIS_313-12097,IRIS_313-12097,ERS469212,O. sativa,Indica,Indica,Cambodia,IRRI
IRIS_313-12096,IRIS_313-12096,ERS469211,O. sativa,Indica,Indica,Cambodia,IRRI
IRIS_313-12058,IRIS_313-12058,ERS469190,O. sativa,Indica,Indica,Cambodia,IRRI
IRIS_313-12044,IRIS_313-12044,ERS469176,O. sativa,Indica,Indica,Cambodia,IRRI
IRIS_313-12043,IRIS_313-12043,ERS469175,O. sativa,Indica,Indica,Cambodia,IRRI
IRIS_313-12042,IRIS_313-12042,ERS469174,O. sativa,Indica,Indica,Cambodia,IRRI
IRIS_313-12041,IRIS_313-12041,ERS469173,O. sativa,Indica,Indica,Cambodia,IRRI
IRIS_313-12040,IRIS_313-12040,ERS469172,O. sativa,Indica,Indica,Cambodia,IRRI
IRIS_313-12039,IRIS_313-12039,ERS469171,O. sativa,Indica,Indica,Cambodia,IRRI
IRIS_313-12038,IRIS_313-12038,ERS469169,O. sativa,Indica,Indica,Cambodia,IRRI
IRIS_313-12037,IRIS_313-12037,ERS469168,O. sativa,Indica,Indica,Cambodia,IRRI
IRIS_313-12036,IRIS_313-12036,ERS469167,O. sativa,Indica,Indica,Cambodia,IRRI
IRIS_313-12000,IRIS_313-12000,ERS469139,O. sativa,Indica,Indica,Cambodia,IRRI
IRIS_313-11999,IRIS_313-11999,ERS469138,O. sativa,Indica,Indica,Cambodia,IRRI
IRIS_313-11998,IRIS_313-11998,ERS469137,O. sativa,Indica,Indica,Cambodia,IRRI
IRIS_313-11997,IRIS_313-11997,ERS469135,O. sativa,Indica,Indica,Cambodia,IRRI
IRIS_313-11936,IRIS_313-11936,ERS469081,O. sativa,Indica,Indica,Cambodia,IRRI
IRIS_313-11935,IRIS_313-11935,ERS469080,O. sativa,Indica,Indica,Cambodia,IRRI
IRIS_313-11089,IRIS_313-11089,ERS469884,O. sativa,Indica,Indica,Cambodia,IRRI
IRIS_313-11088,IRIS_313-11088,ERS469971,O. sativa,Indica,Indica,Cambodia,IRRI
IRIS_313-11087,IRIS_313-11087,ERS469960,O. sativa,Indica,Indica,Cambodia,IRRI
IRIS_313-11084,IRIS_313-11084,ERS469927,O. sativa,Indica,Indica,Cambodia,IRRI
IRIS_313-10915,IRIS_313-10915,ERS469713,O. sativa,Indica,Indica,Cambodia,IRRI
IRIS_313-10913,IRIS_313-10913,ERS469712,O. sativa,Indica,Indica,Cambodia,IRRI
IRIS_313-10912,IRIS_313-10912,ERS469710,O. sativa,Indica,Indica,Cambodia,IRRI
IRIS_313-10911,IRIS_313-10911,ERS469709,O. sativa,Indica,Indica,Cambodia,IRRI
IRIS_313-10910,IRIS_313-10910,ERS469708,O. sativa,Indica,Indica,Cambodia,IRRI
IRIS_313-10909,IRIS_313-10909,ERS469707,O. sativa,Indica,Indica,Cambodia,IRRI
IRIS_313-10908,IRIS_313-10908,ERS469706,O. sativa,Indica,Indica,Cambodia,IRRI
IRIS_313-10907,IRIS_313-10907,ERS469705,O. sativa,Indica,Indica,Cambodia,IRRI
IRIS_313-10906,IRIS_313-10906,ERS469704,O. sativa,Indica,Indica,Cambodia,IRRI
IRIS_313-10905,IRIS_313-10905,ERS469703,O. sativa,Indica,Indica,Cambodia,IRRI
IRIS_313-10904,IRIS_313-10904,ERS469702,O. sativa,Indica,Indica,Cambodia,IRRI
IRIS_313-10903,IRIS_313-10903,ERS469701,O. sativa,Indica,Indica,Cambodia,IRRI
IRIS_313-10902,IRIS_313-10902,ERS469786,O. sativa,Indica,Indica,Cambodia,IRRI
IRIS_313-10901,IRIS_313-10901,ERS469775,O. sativa,Indica,Indica,Cambodia,IRRI
IRIS_313-10900,IRIS_313-10900,ERS469764,O. sativa,Indica,Indica,Cambodia,IRRI
IRIS_313-10899,IRIS_313-10899,ERS469753,O. sativa,Indica,Indica,Cambodia,IRRI
IRIS_313-10898,IRIS_313-10898,ERS469742,O. sativa,Indica,Indica,Cambodia,IRRI
IRIS_313-10648,IRIS_313-10648,ERS469468,O. sativa,Indica,Indica,Cambodia,IRRI
IRIS_313-10557,IRIS_313-10557,ERS469414,O. sativa,Indica,Indica,Cambodia,IRRI
IRIS_313-12325,IRIS_313-12325,ERS469332,O. sativa,Indica,Indica,Cameroon,IRRI
IRIS_313-11763,IRIS_313-11763,ERS468927,O. sativa,Indica,Indica,Cameroon,IRRI
W145,SRR1239948,SRR1239948,O. sativa,Ind_Int,Indica,Chad,533
IRIS_313-9926,IRIS_313-9926,ERS468129,O. sativa,Indica,Indica,Chad,IRRI
W322,SRR1240125,SRR1240125,O. sativa,Ind_Int,Indica,China,533
W321,SRR1240124,SRR1240124,O. sativa,Ind_Int,Indica,China,533
W320,SRR1240123,SRR1240123,O. sativa,Ind_Int,Indica,China,533
W318,SRR1240121,SRR1240121,O. sativa,IndI,Indica,China,533
W282,SRR1240085,SRR1240085,O. sativa,Ind_Int,Indica,China,533
W274,SRR1240077,SRR1240077,O. sativa,IndI,Indica,China,533
W272,SRR1240075,SRR1240075,O. sativa,Ind_Int,Indica,China,533
W270,SRR1240073,SRR1240073,O. sativa,Ind_Int,Indica,China,533
W267,SRR1240070,SRR1240070,O. sativa,Ind_Int,Indica,China,533
W266,SRR1240069,SRR1240069,O. sativa,IndII,Indica,China,533
W248,SRR1240051,SRR1240051,O. sativa,IndI,Indica,China,533
W247,SRR1240050,SRR1240050,O. sativa,IndI,Indica,China,533
W235,SRR1240038,SRR1240038,O. sativa,IndI,Indica,China,533
W206,SRR1240009,SRR1240009,O. sativa,Ind_Int,Indica,China,533
W205,SRR1240008,SRR1240008,O. sativa,IndI,Indica,China,533
W204,SRR1240007,SRR1240007,O. sativa,IndI,Indica,China,533
W203,SRR1240006,SRR1240006,O. sativa,Ind_Int,Indica,China,533
W202,SRR1240005,SRR1240005,O. sativa,IndII,Indica,China,533
W201,SRR1240004,SRR1240004,O. sativa,IndII,Indica,China,533
W200,SRR1240003,SRR1240003,O. sativa,IndII,Indica,China,533
W199,SRR1240002,SRR1240002,O. sativa,Ind_Int,Indica,China,533
W198,SRR1240001,SRR1240001,O. sativa,IndI,Indica,China,533
W197,SRR1240000,SRR1240000,O. sativa,IndII,Indica,China,533
W186,SRR1239989,SRR1239989,O. sativa,Ind_Int,Indica,China,533
W167,SRR1239970,SRR1239970,O. sativa,Ind_Int,Indica,China,533
W166,SRR1239969,SRR1239969,O. sativa,Ind_Int,Indica,China,533
W165,SRR1239968,SRR1239968,O. sativa,Ind_Int,Indica,China,533
W164,SRR1239967,SRR1239967,O. sativa,Ind_Int,Indica,China,533
W163,SRR1239966,SRR1239966,O. sativa,Ind_Int,Indica,China,533
W161,SRR1239964,SRR1239964,O. sativa,IndII,Indica,China,533
W159,SRR1239962,SRR1239962,O. sativa,IndII,Indica,China,533
W157,SRR1239960,SRR1239960,O. sativa,Ind_Int,Indica,China,533
W156,SRR1239959,SRR1239959,O. sativa,Ind_Int,Indica,China,533
W155,SRR1239958,SRR1239958,O. sativa,Ind_Int,Indica,China,533
W154,SRR1239957,SRR1239957,O. sativa,IndII,Indica,China,533
W153,SRR1239956,SRR1239956,O. sativa,IndII,Indica,China,533
W152,SRR1239955,SRR1239955,O. sativa,IndII,Indica,China,533
W151,SRR1239954,SRR1239954,O. sativa,IndII,Indica,China,533
W149,SRR1239952,SRR1239952,O. sativa,IndII,Indica,China,533
W144,SRR1239947,SRR1239947,O. sativa,IndI,Indica,China,533
W138,SRR1239941,SRR1239941,O. sativa,IndI,Indica,China,533
W132,SRR1239935,SRR1239935,O. sativa,IndI,Indica,China,533
W126,SRR1239929,SRR1239929,O. sativa,IndI,Indica,China,533
W124,SRR1239927,SRR1239927,O. sativa,IndI,Indica,China,533
W087,SRR1239890,SRR1239890,O. sativa,IndI,Indica,China,533
W086,SRR1239889,SRR1239889,O. sativa,IndII,Indica,China,533
W085,SRR1239888,SRR1239888,O. sativa,Ind_Int,Indica,China,533
W074,SRR1239877,SRR1239877,O. sativa,Ind_Int,Indica,China,533
W070,SRR1239873,SRR1239873,O. sativa,Ind_Int,Indica,China,533
W058,SRR1239861,SRR1239861,O. sativa,IndI,Indica,China,533
W036,SRR1239839,SRR1239839,O. sativa,IndI,Indica,China,533
W029,SRR1239832,SRR1239832,O. sativa,IndI,Indica,China,533
C203,SRR1239803,SRR1239803,O. sativa,IndI,Indica,China,533
C202,SRR1239802,SRR1239802,O. sativa,IndI,Indica,China,533
C201,SRR1239801,SRR1239801,O. sativa,Ind_Int,Indica,China,533
C200,SRR1239800,SRR1239800,O. sativa,IndI,Indica,China,533
C199,SRR1239799,SRR1239799,O. sativa,IndI,Indica,China,533
C198,SRR1239798,SRR1239798,O. sativa,IndI,Indica,China,533
C197,SRR1239797,SRR1239797,O. sativa,IndI,Indica,China,533
C194,SRR1239794,SRR1239794,O. sativa,Ind_Int,Indica,China,533
C193,SRR1239793,SRR1239793,O. sativa,IndI,Indica,China,533
C192,SRR1239792,SRR1239792,O. sativa,Ind_Int,Indica,China,533
C191,SRR1239791,SRR1239791,O. sativa,IndI,Indica,China,533
C190,SRR1239790,SRR1239790,O. sativa,IndI,Indica,China,533
C184,SRR1239784,SRR1239784,O. sativa,IndI,Indica,China,533
C183,SRR1239783,SRR1239783,O. sativa,IndI,Indica,China,533
C182,SRR1239782,SRR1239782,O. sativa,IndI,Indica,China,533
C180,SRR1239780,SRR1239780,O. sativa,IndI,Indica,China,533
C178,SRR1239778,SRR1239778,O. sativa,IndI,Indica,China,533
C176,SRR1239776,SRR1239776,O. sativa,Ind_Int,Indica,China,533
C175,SRR1239775,SRR1239775,O. sativa,Ind_Int,Indica,China,533
C174,SRR1239774,SRR1239774,O. sativa,IndII,Indica,China,533
C173,SRR1239773,SRR1239773,O. sativa,IndI,Indica,China,533
C170,SRR1239770,SRR1239770,O. sativa,IndI,Indica,China,533
C169,SRR1239769,SRR1239769,O. sativa,Ind_Int,Indica,China,533
C168,SRR1239768,SRR1239768,O. sativa,Ind_Int,Indica,China,533
C167,SRR1239767,SRR1239767,O. sativa,Ind_Int,Indica,China,533
C166,SRR1239766,SRR1239766,O. sativa,Ind_Int,Indica,China,533
C165,SRR1239765,SRR1239765,O. sativa,IndI,Indica,China,533
C164,SRR1239764,SRR1239764,O. sativa,IndII,Indica,China,533
C163,SRR1239763,SRR1239763,O. sativa,IndII,Indica,China,533
C162,SRR1239762,SRR1239762,O. sativa,Ind_Int,Indica,China,533
C161,SRR1239761,SRR1239761,O. sativa,IndI,Indica,China,533
C160,SRR1239760,SRR1239760,O. sativa,Ind_Int,Indica,China,533
C159,SRR1239759,SRR1239759,O. sativa,IndI,Indica,China,533
C158,SRR1239758,SRR1239758,O. sativa,IndI,Indica,China,533
C157,SRR1239757,SRR1239757,O. sativa,IndI,Indica,China,533
C156,SRR1239756,SRR1239756,O. sativa,IndI,Indica,China,533
C155,SRR1239755,SRR1239755,O. sativa,IndI,Indica,China,533
C151,SRR1239751,SRR1239751,O. sativa,IndI,Indica,China,533
C148,SRR1239748,SRR1239748,O. sativa,IndII,Indica,China,533
C147,SRR1239747,SRR1239747,O. sativa,IndII,Indica,China,533
C145,SRR1239745,SRR1239745,O. sativa,IndI,Indica,China,533
C143,SRR1239743,SRR1239743,O. sativa,IndI,Indica,China,533
C142,SRR1239742,SRR1239742,O. sativa,Ind_Int,Indica,China,533
C141,SRR1239741,SRR1239741,O. sativa,IndI,Indica,China,533
C140,SRR1239740,SRR1239740,O. sativa,IndI,Indica,China,533
C139,SRR1239739,SRR1239739,O. sativa,IndI,Indica,China,533
C136,SRR1239736,SRR1239736,O. sativa,IndI,Indica,China,533
C135,SRR1239735,SRR1239735,O. sativa,IndI,Indica,China,533
C132,SRR1239732,SRR1239732,O. sativa,Ind_Int,Indica,China,533
C131,SRR1239731,SRR1239731,O. sativa,IndI,Indica,China,533
C129,SRR1239729,SRR1239729,O. sativa,Ind_Int,Indica,China,533
C128,SRR1239728,SRR1239728,O. sativa,IndI,Indica,China,533
