Papers' ID,Sample_ID_IN_VCF,Accession ID,Species,Subpopulation,Subpopulation,Country,data source 
HP453,ERR009469,ERR009469,O. sativa,Indica,Indica,China,620
HP487,ERR009467,ERR009467,O. sativa,Indica,Indica,China,620
HP420,ERR009466,ERR009466,O. sativa,Indica,Indica,China,620
HP344,ERR009465,ERR009465,O. sativa,Indica,Indica,China,620
HP187,ERR009463,ERR009463,O. sativa,Indica,Indica,China,620
HP455,ERR009462,ERR009462,O. sativa,Indica,Indica,China,620
HP365,ERR009461,ERR009461,O. sativa,Indica,Indica,China,620
HP577,ERR009460,ERR009460,O. sativa,Indica,Indica,China,620
HP76,ERR009459,ERR009459,O. sativa,Indica,Indica,China,620
HP415,ERR009457,ERR009457,O. sativa,Indica,Indica,China,620
HP510,ERR009456,ERR009456,O. sativa,Indica,Indica,China,620
HP377,ERR009454,ERR009454,O. sativa,Indica,Indica,China,620
HP560,ERR009452,ERR009452,O. sativa,Indica,Indica,China,620
HP535,ERR009450,ERR009450,O. sativa,Indica,Indica,China,620
HP473,ERR009447,ERR009447,O. sativa,Indica,Indica,China,620
HP499,ERR009446,ERR009446,O. sativa,Indica,Indica,China,620
HP206,ERR009445,ERR009445,O. sativa,Indica,Indica,China,620
HP442,ERR009442,ERR009442,O. sativa,Indica,Indica,China,620
HP531,ERR009441,ERR009441,O. sativa,Indica,Indica,China,620
HP500,ERR009439,ERR009439,O. sativa,Indica,Indica,China,620
HP569,ERR009437,ERR009437,O. sativa,Indica,Indica,China,620
HP601,ERR009435,ERR009435,O. sativa,Indica,Indica,China,620
HP369,ERR009434,ERR009434,O. sativa,Indica,Indica,China,620
HP472,ERR009433,ERR009433,O. sativa,Indica,Indica,China,620
HP329,ERR009432,ERR009432,O. sativa,Indica,Indica,China,620
HP518,ERR009431,ERR009431,O. sativa,Indica,Indica,China,620
HP236,ERR009430,ERR009430,O. sativa,Indica,Indica,China,620
HP322,ERR009429,ERR009429,O. sativa,Indica,Indica,China,620
HP562,ERR009428,ERR009428,O. sativa,Indica,Indica,China,620
Guangluai-4,ERP000235,ERP000235,O. sativa,Indica,Indica,China,1
CX9,CX9,ERS470743,O. sativa,Indica,Indica,China,IRMBN
CX88,CX88,ERS470741,O. sativa,Indica,Indica,China,IRMBN
CX8,CX8,ERS470733,O. sativa,Indica,Indica,China,IRMBN
CX55,CX55,ERS470708,O. sativa,Indica,Indica,China,IRMBN
CX548,CX548,ERS470707,O. sativa,Indica,Indica,China,IRMBN
CX542,CX542,ERS470706,O. sativa,Indica,Indica,China,IRMBN
CX54,CX54,ERS470705,O. sativa,Indica,Indica,China,IRMBN
CX53,CX53,ERS470703,O. sativa,Indica,Indica,China,IRMBN
CX52,CX52,ERS470702,O. sativa,Indica,Indica,China,IRMBN
CX51,CX51,ERS470701,O. sativa,Indica,Indica,China,IRMBN
CX50,CX50,ERS470700,O. sativa,Indica,Indica,China,IRMBN
CX5,CX5,ERS470699,O. sativa,Indica,Indica,China,IRMBN
CX395,CX395,ERS470681,O. sativa,Indica,Indica,China,IRMBN
CX394,CX394,ERS470680,O. sativa,Indica,Indica,China,IRMBN
CX393,CX393,ERS470679,O. sativa,Indica,Indica,China,IRMBN
CX390,CX390,ERS470676,O. sativa,Indica,Indica,China,IRMBN
CX386,CX386,ERS470672,O. sativa,Indica,Indica,China,IRMBN
CX378,CX378,ERS470664,O. sativa,Indica,Indica,China,IRMBN
CX366,CX366,ERS470651,O. sativa,Indica,Indica,China,IRMBN
CX348,CX348,ERS470632,O. sativa,Indica,Indica,China,IRMBN
CX346,CX346,ERS470630,O. sativa,Indica,Indica,China,IRMBN
CX343,CX343,ERS470627,O. sativa,Indica,Indica,China,IRMBN
CX341,CX341,ERS470625,O. sativa,Indica,Indica,China,IRMBN
CX340,CX340,ERS470624,O. sativa,Indica,Indica,China,IRMBN
CX328,CX328,ERS470619,O. sativa,Indica,Indica,China,IRMBN
CX319,CX319,ERS470617,O. sativa,Indica,Indica,China,IRMBN
CX318,CX318,ERS470616,O. sativa,Indica,Indica,China,IRMBN
CX316,CX316,ERS470614,O. sativa,Indica,Indica,China,IRMBN
CX314,CX314,ERS470612,O. sativa,Indica,Indica,China,IRMBN
CX313,CX313,ERS470611,O. sativa,Indica,Indica,China,IRMBN
CX304,CX304,ERS470606,O. sativa,Indica,Indica,China,IRMBN
CX303,CX303,ERS470605,O. sativa,Indica,Indica,China,IRMBN
CX291,CX291,ERS470601,O. sativa,Indica,Indica,China,IRMBN
CX290,CX290,ERS470600,O. sativa,Indica,Indica,China,IRMBN
CX288,CX288,ERS470598,O. sativa,Indica,Indica,China,IRMBN
CX270,CX270,ERS470583,O. sativa,Indica,Indica,China,IRMBN
CX249,CX249,ERS470570,O. sativa,Indica,Indica,China,IRMBN
CX230,CX230,ERS470554,O. sativa,Indica,Indica,China,IRMBN
CX221,CX221,ERS470548,O. sativa,Indica,Indica,China,IRMBN
CX210,CX210,ERS470539,O. sativa,Indica,Indica,China,IRMBN
CX207,CX207,ERS470537,O. sativa,Indica,Indica,China,IRMBN
CX20,CX20,ERS470534,O. sativa,Indica,Indica,China,IRMBN
CX19,CX19,ERS470532,O. sativa,Indica,Indica,China,IRMBN
CX18,CX18,ERS470530,O. sativa,Indica,Indica,China,IRMBN
CX17,CX17,ERS470529,O. sativa,Indica,Indica,China,IRMBN
CX162,CX162,ERS470527,O. sativa,Indica,Indica,China,IRMBN
CX15,CX15,ERS470514,O. sativa,Indica,Indica,China,IRMBN
CX145,CX145,ERS470509,O. sativa,Indica,Indica,China,IRMBN
CX133,CX133,ERS470499,O. sativa,Indica,Indica,China,IRMBN
CX13,CX13,ERS470495,O. sativa,Indica,Indica,China,IRMBN
CX125,CX125,ERS470491,O. sativa,Indica,Indica,China,IRMBN
CX123,CX123,ERS470489,O. sativa,Indica,Indica,China,IRMBN
CX122,CX122,ERS470488,O. sativa,Indica,Indica,China,IRMBN
CX121,CX121,ERS470487,O. sativa,Indica,Indica,China,IRMBN
CX12,CX12,ERS470485,O. sativa,Indica,Indica,China,IRMBN
CX118,CX118,ERS470483,O. sativa,Indica,Indica,China,IRMBN
CX115,CX115,ERS470480,O. sativa,Indica,Indica,China,IRMBN
CX114,CX114,ERS470479,O. sativa,Indica,Indica,China,IRMBN
CX102,CX102,ERS470467,O. sativa,Indica,Indica,China,IRMBN
CX101,CX101,ERS470466,O. sativa,Indica,Indica,China,IRMBN
CX10,CX10,ERS470464,O. sativa,Indica,Indica,China,IRMBN
B268,B268,ERS470462,O. sativa,Indica,Indica,China,MC
B267,B267,ERS470461,O. sativa,Indica,Indica,China,MC
B265,B265,ERS470459,O. sativa,Indica,Indica,China,MC
B264,B264,ERS470458,O. sativa,Indica,Indica,China,MC
B261,B261,ERS470456,O. sativa,Indica,Indica,China,MC
B260,B260,ERS470455,O. sativa,Indica,Indica,China,MC
B259,B259,ERS470454,O. sativa,Indica,Indica,China,MC
B255,B255,ERS470452,O. sativa,Indica,Indica,China,MC
B254,B254,ERS470451,O. sativa,Indica,Indica,China,MC
B253,B253,ERS470450,O. sativa,Indica,Indica,China,MC
B252,B252,ERS470449,O. sativa,Indica,Indica,China,MC
B249,B249,ERS470447,O. sativa,Indica,Indica,China,MC
B248,B248,ERS470446,O. sativa,Indica,Indica,China,MC
B247,B247,ERS470445,O. sativa,Indica,Indica,China,MC
B246,B246,ERS470444,O. sativa,Indica,Indica,China,MC
B244,B244,ERS470442,O. sativa,Indica,Indica,China,MC
B242,B242,ERS470440,O. sativa,Indica,Indica,China,MC
B239,B239,ERS470437,O. sativa,Indica,Indica,China,MC
B238,B238,ERS470436,O. sativa,Indica,Indica,China,MC
B234,B234,ERS470433,O. sativa,Indica,Indica,China,MC
B233,B233,ERS470432,O. sativa,Indica,Indica,China,MC
B232,B232,ERS470431,O. sativa,Indica,Indica,China,MC
B229,B229,ERS470429,O. sativa,Indica,Indica,China,MC
B227,B227,ERS470427,O. sativa,Indica,Indica,China,MC
B224,B224,ERS470424,O. sativa,Indica,Indica,China,MC
B222,B222,ERS470422,O. sativa,Indica,Indica,China,MC
B219,B219,ERS470420,O. sativa,Indica,Indica,China,MC
B217,B217,ERS470418,O. sativa,Indica,Indica,China,MC
B216,B216,ERS470417,O. sativa,Indica,Indica,China,MC
B214,B214,ERS470415,O. sativa,Indica,Indica,China,MC
B213,B213,ERS470414,O. sativa,Indica,Indica,China,MC
B210,B210,ERS470412,O. sativa,Indica,Indica,China,MC
B208,B208,ERS470411,O. sativa,Indica,Indica,China,MC
B207,B207,ERS470410,O. sativa,Indica,Indica,China,MC
B203,B203,ERS470407,O. sativa,Indica,Indica,China,MC
B202,B202,ERS470406,O. sativa,Indica,Indica,China,MC
B201,B201,ERS470405,O. sativa,Indica,Indica,China,MC
B200,B200,ERS470404,O. sativa,Indica,Indica,China,MC
B198,B198,ERS470402,O. sativa,Indica,Indica,China,MC
B197,B197,ERS470401,O. sativa,Indica,Indica,China,MC
B165,B165,ERS470375,O. sativa,Indica,Indica,China,MC
B163,B163,ERS470373,O. sativa,Indica,Indica,China,MC
B159,B159,ERS470369,O. sativa,Indica,Indica,China,MC
B157,B157,ERS470367,O. sativa,Indica,Indica,China,MC
B156,B156,ERS470366,O. sativa,Indica,Indica,China,MC
B155,B155,ERS470365,O. sativa,Indica,Indica,China,MC
B153,B153,ERS470363,O. sativa,Indica,Indica,China,MC
B151,B151,ERS470361,O. sativa,Indica,Indica,China,MC
B150,B150,ERS470360,O. sativa,Indica,Indica,China,MC
B149,B149,ERS470359,O. sativa,Indica,Indica,China,MC
B147,B147,ERS470357,O. sativa,Indica,Indica,China,MC
B146,B146,ERS470356,O. sativa,Indica,Indica,China,MC
B145,B145,ERS470355,O. sativa,Indica,Indica,China,MC
B140,B140,ERS470350,O. sativa,Indica,Indica,China,MC
B139,B139,ERS470349,O. sativa,Indica,Indica,China,MC
B138,B138,ERS470348,O. sativa,Indica,Indica,China,MC
B135,B135,ERS470345,O. sativa,Indica,Indica,China,MC
B133,B133,ERS470343,O. sativa,Indica,Indica,China,MC
B132,B132,ERS470342,O. sativa,Indica,Indica,China,MC
B131,B131,ERS470341,O. sativa,Indica,Indica,China,MC
B130,B130,ERS470340,O. sativa,Indica,Indica,China,MC
B129,B129,ERS470339,O. sativa,Indica,Indica,China,MC
B128,B128,ERS470338,O. sativa,Indica,Indica,China,MC
B127,B127,ERS470337,O. sativa,Indica,Indica,China,MC
B126,B126,ERS470336,O. sativa,Indica,Indica,China,MC
B125,B125,ERS470335,O. sativa,Indica,Indica,China,MC
B123,B123,ERS470333,O. sativa,Indica,Indica,China,MC
B121,B121,ERS470331,O. sativa,Indica,Indica,China,MC
B120,B120,ERS470330,O. sativa,Indica,Indica,China,MC
B119,B119,ERS470329,O. sativa,Indica,Indica,China,MC
B118,B118,ERS470328,O. sativa,Indica,Indica,China,MC
B116,B116,ERS470326,O. sativa,Indica,Indica,China,MC
B115,B115,ERS470325,O. sativa,Indica,Indica,China,MC
B114,B114,ERS470324,O. sativa,Indica,Indica,China,MC
B113,B113,ERS470323,O. sativa,Indica,Indica,China,MC
B112,B112,ERS470322,O. sativa,Indica,Indica,China,MC
B108,B108,ERS470318,O. sativa,Indica,Indica,China,MC
B107,B107,ERS470317,O. sativa,Indica,Indica,China,MC
B106,B106,ERS470316,O. sativa,Indica,Indica,China,MC
B105,B105,ERS470315,O. sativa,Indica,Indica,China,MC
B097,B097,ERS470309,O. sativa,Indica,Indica,China,MC
B096,B096,ERS470308,O. sativa,Indica,Indica,China,MC
B095,B095,ERS470307,O. sativa,Indica,Indica,China,MC
B094,B094,ERS470306,O. sativa,Indica,Indica,China,MC
B093,B093,ERS470305,O. sativa,Indica,Indica,China,MC
B092,B092,ERS470304,O. sativa,Indica,Indica,China,MC
B091,B091,ERS470303,O. sativa,Indica,Indica,China,MC
B090,B090,ERS470302,O. sativa,Indica,Indica,China,MC
B089,B089,ERS470301,O. sativa,Indica,Indica,China,MC
B088,B088,ERS470300,O. sativa,Indica,Indica,China,MC
B087,B087,ERS470299,O. sativa,Indica,Indica,China,MC
B085,B085,ERS470297,O. sativa,Indica,Indica,China,MC
B083,B083,ERS470295,O. sativa,Indica,Indica,China,MC
B082,B082,ERS470294,O. sativa,Indica,Indica,China,MC
B081,B081,ERS470293,O. sativa,Indica,Indica,China,MC
B079,B079,ERS470292,O. sativa,Indica,Indica,China,MC
B076,B076,ERS470290,O. sativa,Indica,Indica,China,MC
B075,B075,ERS470289,O. sativa,Indica,Indica,China,MC
B074,B074,ERS470288,O. sativa,Indica,Indica,China,MC
B073,B073,ERS470287,O. sativa,Indica,Indica,China,MC
B072,B072,ERS470286,O. sativa,Indica,Indica,China,MC
B067,B067,ERS470281,O. sativa,Indica,Indica,China,MC
B065,B065,ERS470279,O. sativa,Indica,Indica,China,MC
B064,B064,ERS470278,O. sativa,Indica,Indica,China,MC
B063,B063,ERS470277,O. sativa,Indica,Indica,China,MC
B062,B062,ERS470276,O. sativa,Indica,Indica,China,MC
B061,B061,ERS470275,O. sativa,Indica,Indica,China,MC
B060,B060,ERS470274,O. sativa,Indica,Indica,China,MC
B059,B059,ERS470273,O. sativa,Indica,Indica,China,MC
B058,B058,ERS470272,O. sativa,Indica,Indica,China,MC
IRGC51300,IRGC51300,"SRR063628,",O. sativa,IND,Indica,China ,50
IRIS_313-9966,IRIS_313-9966,ERS468133,O. sativa,Indica,Indica,Colombia,IRRI
IRIS_313-7665,IRIS_313-7665,ERS468551,O. sativa,Indica,Indica,Colombia,IRRI
IRIS_313-15896,IRIS_313-15896,ERS467753,O. sativa,Indica,Indica,Colombia,IRRI
IRIS_313-11807,IRIS_313-11807,ERS468956,O. sativa,Indica,Indica,Colombia,IRRI
IRIS_313-10403,IRIS_313-10403,ERS467926,O. sativa,Indica,Indica,Colombia,IRRI
IRIS_313-10402,IRIS_313-10402,ERS468205,O. sativa,Indica,Indica,Colombia,IRRI
IRIS_313-10401,IRIS_313-10401,ERS468204,O. sativa,Indica,Indica,Colombia,IRRI
IRIS_313-10400,IRIS_313-10400,ERS467884,O. sativa,Indica,Indica,Colombia,IRRI
IRIS_313-10399,IRIS_313-10399,ERS467925,O. sativa,Indica,Indica,Colombia,IRRI
IRIS_313-10398,IRIS_313-10398,ERS468306,O. sativa,Indica,Indica,Colombia,IRRI
IRIS_313-10397,IRIS_313-10397,ERS467924,O. sativa,Indica,Indica,Colombia,IRRI
IRIS_313-10352,IRIS_313-10352,ERS467923,O. sativa,Indica,Indica,Colombia,IRRI
IRIS_313-10300,IRIS_313-10300,ERS467916,O. sativa,Indica,Indica,Colombia,IRRI
B180,B180,ERS470385,O. sativa,Indica,Indica,Colombia,MC
W009,SRR1239812,SRR1239812,O. sativa,Ind_Int,Indica,Costa Rica,533
IRIS_313-11439,IRIS_313-11439,ERS468657,O. sativa,Indica,Indica,Cuba,IRRI
IRIS_313-10271,IRIS_313-10271,ERS468186,O. sativa,Indica,Indica,Cuba,IRRI
IRIS_313-10247,IRIS_313-10247,ERS468183,O. sativa,Indica,Indica,Cuba,IRRI
GP54,GP54,ERR036658,O. sativa,Indica,Indica,Cuba,462
GP53,GP53,ERR036657,O. sativa,Indica,Indica,Cuba,462
GP52,GP52,ERR036656,O. sativa,Indica,Indica,Cuba,462
GP51,GP51,ERR036655,O. sativa,Indica,Indica,Cuba,462
GP50,GP50,ERR036654,O. sativa,Indica,Indica,Cuba,462
GP49,GP49,ERR036653,O. sativa,Indica,Indica,Cuba,462
GP48,GP48,ERR036652,O. sativa,Indica,Indica,Cuba,462
B194,B194,ERS470398,O. sativa,Indica,Indica,Cuba,MC
B193,B193,ERS470397,O. sativa,Indica,Indica,Cuba,MC
IRIS_313-10279,IRIS_313-10279,ERS468188,O. sativa,Indica,Indica,Dominican Republic,IRRI
W040,SRR1239843,SRR1239843,O. sativa,IndII,Indica,Ecuador,533
IRIS_313-10307,IRIS_313-10307,ERS468193,O. sativa,Indica,Indica,Ecuador,IRRI
IRIS_313-10158,IRIS_313-10158,ERS467843,O. sativa,Indica,Indica,Ecuador,IRRI
IRIS_313-8212,IRIS_313-8212,ERS468644,O. sativa,Indica,Indica,Egypt,IRRI
IRIS_313-12016,IRIS_313-12016,ERS469154,O. sativa,Indica,Indica,Egypt,IRRI
GP589,GP589,ERR036835,O. sativa,Indica,Indica,Egypt,462
B051,B051,ERS470265,O. sativa,Indica,Indica,Egypt,MC
IRIS_313-10010,IRIS_313-10010,ERS468142,O. sativa,Indica,Indica,Fiji,IRRI
IRIS_313-8167,IRIS_313-8167,ERS468640,O. sativa,Indica,Indica,France,IRRI
IRIS_313-9294,IRIS_313-9294,ERS468283,O. sativa,Indica,Indica,Gambia,IRRI
IRIS_313-11830,IRIS_313-11830,ERS468981,O. sativa,Indica,Indica,Gambia,IRRI
IRIS_313-11787,IRIS_313-11787,ERS468943,O. sativa,Indica,Indica,Gambia,IRRI
IRIS_313-11786,IRIS_313-11786,ERS468942,O. sativa,Indica,Indica,Gambia,IRRI
IRIS_313-11783,IRIS_313-11783,ERS468939,O. sativa,Indica,Indica,Gambia,IRRI
IRIS_313-11773,IRIS_313-11773,ERS468934,O. sativa,Indica,Indica,Gambia,IRRI
IRIS_313-10045,IRIS_313-10045,ERS468148,O. sativa,Indica,Indica,Gambia,IRRI
IRIS_313-8514,IRIS_313-8514,ERS467949,O. sativa,Indica,Indica,Ghana,IRRI
IRIS_313-12017,IRIS_313-12017,ERS469155,O. sativa,Indica,Indica,Ghana,IRRI
IRIS_313-11740,IRIS_313-11740,ERS468904,O. sativa,Indica,Indica,Ghana,IRRI
IRIS_313-11739,IRIS_313-11739,ERS468903,O. sativa,Indica,Indica,Ghana,IRRI
IRIS_313-8216,IRIS_313-8216,ERS468484,O. sativa,Indica,Indica,Greece,IRRI
IRIS_313-9940,IRIS_313-9940,ERS468131,O. sativa,Indica,Indica,Guatemala,IRRI
IRIS_313-10275,IRIS_313-10275,ERS468187,O. sativa,Indica,Indica,Guatemala,IRRI
IRIS_313-10274,IRIS_313-10274,ERS467883,O. sativa,Indica,Indica,Guatemala,IRRI
C009,SRR1239609,SRR1239609,O. sativa,Ind_Int,Indica,Guinea,533
IRIS_313-8681,IRIS_313-8681,ERS468253,O. sativa,Indica,Indica,Guinea,IRRI
IRIS_313-11723,IRIS_313-11723,ERS468886,O. sativa,Indica,Indica,Guinea,IRRI
IRIS_313-11716,IRIS_313-11716,ERS468879,O. sativa,Indica,Indica,Guinea,IRRI
IRIS_313-11540,IRIS_313-11540,ERS468738,O. sativa,Indica,Indica,Guinea,IRRI
IRIS_313-9986,IRIS_313-9986,ERS468137,O. sativa,Indica,Indica,Guinea,IRRI
W032,SRR1239835,SRR1239835,O. sativa,IndI,Indica,Guyana,533
IRIS_313-9935,IRIS_313-9935,ERS468296,O. sativa,Indica,Indica,Guyana,IRRI
IRIS_313-11714,IRIS_313-11714,ERS468878,O. sativa,Indica,Indica,Guyana,IRRI
IRIS_313-10318,IRIS_313-10318,ERS468231,O. sativa,Indica,Indica,Guyana,IRRI
IRIS_313-8745,IRIS_313-8745,ERS467868,O. sativa,Indica,Indica,Haiti,IRRI
GP624,GP624,ERR036867,O. sativa,Indica,Indica,Hungary,462
W299,SRR1240102,SRR1240102,O. sativa,Ind_Int,Indica,India,533
W245,SRR1240048,SRR1240048,O. sativa,IndII,Indica,India,533
W242,SRR1240045,SRR1240045,O. sativa,IndII,Indica,India,533
W241,SRR1240044,SRR1240044,O. sativa,IndII,Indica,India,533
W240,SRR1240043,SRR1240043,O. sativa,Ind_Int,Indica,India,533
W239,SRR1240042,SRR1240042,O. sativa,IndII,Indica,India,533
W238,SRR1240041,SRR1240041,O. sativa,IndII,Indica,India,533
W216,SRR1240019,SRR1240019,O. sativa,IndII,Indica,India,533
W212,SRR1240015,SRR1240015,O. sativa,Ind_Int,Indica,India,533
W148,SRR1239951,SRR1239951,O. sativa,Ind_Int,Indica,India,533
W112,SRR1239915,SRR1239915,O. sativa,Ind_Int,Indica,India,533
W075,SRR1239878,SRR1239878,O. sativa,Ind_Int,Indica,India,533
W071,SRR1239874,SRR1239874,O. sativa,Ind_Int,Indica,India,533
W054,SRR1239857,SRR1239857,O. sativa,Ind_Int,Indica,India,533
W051,SRR1239854,SRR1239854,O. sativa,IndII,Indica,India,533
W023,SRR1239826,SRR1239826,O. sativa,Ind_Int,Indica,India,533
C008,SRR1239608,SRR1239608,O. sativa,IndII,Indica,India,533
IRIS_313-9634,IRIS_313-9634,ERS468101,O. sativa,Indica,Indica,India,IRRI
IRIS_313-9619,IRIS_313-9619,ERS468291,O. sativa,Indica,Indica,India,IRRI
IRIS_313-9611,IRIS_313-9611,ERS468098,O. sativa,Indica,Indica,India,IRRI
IRIS_313-9609,IRIS_313-9609,ERS468097,O. sativa,Indica,Indica,India,IRRI
IRIS_313-9605,IRIS_313-9605,ERS468096,O. sativa,Indica,Indica,India,IRRI
IRIS_313-9604,IRIS_313-9604,ERS468095,O. sativa,Indica,Indica,India,IRRI
IRIS_313-9566,IRIS_313-9566,ERS468085,O. sativa,Indica,Indica,India,IRRI
IRIS_313-9560,IRIS_313-9560,ERS468084,O. sativa,Indica,Indica,India,IRRI
IRIS_313-9557,IRIS_313-9557,ERS468083,O. sativa,Indica,Indica,India,IRRI
IRIS_313-9547,IRIS_313-9547,ERS468081,O. sativa,Indica,Indica,India,IRRI
IRIS_313-9522,IRIS_313-9522,ERS468079,O. sativa,Indica,Indica,India,IRRI
IRIS_313-9492,IRIS_313-9492,ERS467879,O. sativa,Indica,Indica,India,IRRI
IRIS_313-9484,IRIS_313-9484,ERS468075,O. sativa,Indica,Indica,India,IRRI
IRIS_313-9433,IRIS_313-9433,ERS468069,O. sativa,Indica,Indica,India,IRRI
IRIS_313-9427,IRIS_313-9427,ERS468068,O. sativa,Indica,Indica,India,IRRI
IRIS_313-9424,IRIS_313-9424,ERS467878,O. sativa,Indica,Indica,India,IRRI
IRIS_313-9403,IRIS_313-9403,ERS468066,O. sativa,Indica,Indica,India,IRRI
IRIS_313-9400,IRIS_313-9400,ERS467794,O. sativa,Indica,Indica,India,IRRI
IRIS_313-9384,IRIS_313-9384,ERS468064,O. sativa,Indica,Indica,India,IRRI
IRIS_313-9360,IRIS_313-9360,ERS468286,O. sativa,Indica,Indica,India,IRRI
IRIS_313-9348,IRIS_313-9348,ERS468061,O. sativa,Indica,Indica,India,IRRI
IRIS_313-9347,IRIS_313-9347,ERS468060,O. sativa,Indica,Indica,India,IRRI
IRIS_313-9313,IRIS_313-9313,ERS468055,O. sativa,Indica,Indica,India,IRRI
IRIS_313-9287,IRIS_313-9287,ERS468053,O. sativa,Indica,Indica,India,IRRI
IRIS_313-9259,IRIS_313-9259,ERS468047,O. sativa,Indica,Indica,India,IRRI
IRIS_313-9258,IRIS_313-9258,ERS468046,O. sativa,Indica,Indica,India,IRRI
IRIS_313-9201,IRIS_313-9201,ERS468036,O. sativa,Indica,Indica,India,IRRI
IRIS_313-9172,IRIS_313-9172,ERS467910,O. sativa,Indica,Indica,India,IRRI
IRIS_313-9023,IRIS_313-9023,ERS468014,O. sativa,Indica,Indica,India,IRRI
IRIS_313-8994,IRIS_313-8994,ERS468008,O. sativa,Indica,Indica,India,IRRI
IRIS_313-8988,IRIS_313-8988,ERS468007,O. sativa,Indica,Indica,India,IRRI
IRIS_313-8986,IRIS_313-8986,ERS468006,O. sativa,Indica,Indica,India,IRRI
IRIS_313-8982,IRIS_313-8982,ERS468004,O. sativa,Indica,Indica,India,IRRI
IRIS_313-8967,IRIS_313-8967,ERS468001,O. sativa,Indica,Indica,India,IRRI
IRIS_313-8957,IRIS_313-8957,ERS468000,O. sativa,Indica,Indica,India,IRRI
IRIS_313-8946,IRIS_313-8946,ERS467997,O. sativa,Indica,Indica,India,IRRI
IRIS_313-8935,IRIS_313-8935,ERS467995,O. sativa,Indica,Indica,India,IRRI
IRIS_313-8924,IRIS_313-8924,ERS467991,O. sativa,Indica,Indica,India,IRRI
IRIS_313-8921,IRIS_313-8921,ERS467990,O. sativa,Indica,Indica,India,IRRI
IRIS_313-8920,IRIS_313-8920,ERS467989,O. sativa,Indica,Indica,India,IRRI
IRIS_313-8900,IRIS_313-8900,ERS467986,O. sativa,Indica,Indica,India,IRRI
IRIS_313-8844,IRIS_313-8844,ERS467978,O. sativa,Indica,Indica,India,IRRI
IRIS_313-8796,IRIS_313-8796,ERS467975,O. sativa,Indica,Indica,India,IRRI
IRIS_313-8757,IRIS_313-8757,ERS467973,O. sativa,Indica,Indica,India,IRRI
IRIS_313-8754,IRIS_313-8754,ERS467972,O. sativa,Indica,Indica,India,IRRI
IRIS_313-8731,IRIS_313-8731,ERS467968,O. sativa,Indica,Indica,India,IRRI
IRIS_313-8727,IRIS_313-8727,ERS468260,O. sativa,Indica,Indica,India,IRRI
IRIS_313-8704,IRIS_313-8704,ERS467966,O. sativa,Indica,Indica,India,IRRI
IRIS_313-8657,IRIS_313-8657,ERS468215,O. sativa,Indica,Indica,India,IRRI
IRIS_313-8647,IRIS_313-8647,ERS467961,O. sativa,Indica,Indica,India,IRRI
IRIS_313-8631,IRIS_313-8631,ERS467958,O. sativa,Indica,Indica,India,IRRI
IRIS_313-8622,IRIS_313-8622,ERS467885,O. sativa,Indica,Indica,India,IRRI
IRIS_313-8621,IRIS_313-8621,ERS467957,O. sativa,Indica,Indica,India,IRRI
IRIS_313-8614,IRIS_313-8614,ERS467955,O. sativa,Indica,Indica,India,IRRI
IRIS_313-8603,IRIS_313-8603,ERS467954,O. sativa,Indica,Indica,India,IRRI
IRIS_313-8585,IRIS_313-8585,ERS467952,O. sativa,Indica,Indica,India,IRRI
IRIS_313-8568,IRIS_313-8568,ERS467875,O. sativa,Indica,Indica,India,IRRI
IRIS_313-8559,IRIS_313-8559,ERS467951,O. sativa,Indica,Indica,India,IRRI
IRIS_313-8530,IRIS_313-8530,ERS468211,O. sativa,Indica,Indica,India,IRRI
IRIS_313-8458,IRIS_313-8458,ERS467945,O. sativa,Indica,Indica,India,IRRI
IRIS_313-8453,IRIS_313-8453,ERS467943,O. sativa,Indica,Indica,India,IRRI
IRIS_313-8450,IRIS_313-8450,ERS467942,O. sativa,Indica,Indica,India,IRRI
IRIS_313-8435,IRIS_313-8435,ERS467940,O. sativa,Indica,Indica,India,IRRI
IRIS_313-8414,IRIS_313-8414,ERS468209,O. sativa,Indica,Indica,India,IRRI
IRIS_313-8401,IRIS_313-8401,ERS467835,O. sativa,Indica,Indica,India,IRRI
IRIS_313-8386,IRIS_313-8386,ERS468240,O. sativa,Indica,Indica,India,IRRI
IRIS_313-8382,IRIS_313-8382,ERS467936,O. sativa,Indica,Indica,India,IRRI
IRIS_313-8332,IRIS_313-8332,ERS468208,O. sativa,Indica,Indica,India,IRRI
IRIS_313-8315,IRIS_313-8315,ERS468207,O. sativa,Indica,Indica,India,IRRI
IRIS_313-8306,IRIS_313-8306,ERS468206,O. sativa,Indica,Indica,India,IRRI
IRIS_313-8305,IRIS_313-8305,ERS468238,O. sativa,Indica,Indica,India,IRRI
IRIS_313-8265,IRIS_313-8265,ERS467874,O. sativa,Indica,Indica,India,IRRI
IRIS_313-8147,IRIS_313-8147,ERS468710,O. sativa,Indica,Indica,India,IRRI
IRIS_313-7780,IRIS_313-7780,ERS468562,O. sativa,Indica,Indica,India,IRRI
IRIS_313-7736,IRIS_313-7736,ERS468565,O. sativa,Indica,Indica,India,IRRI
IRIS_313-12052,IRIS_313-12052,ERS469185,O. sativa,Indica,Indica,India,IRRI
IRIS_313-12013,IRIS_313-12013,ERS469151,O. sativa,Indica,Indica,India,IRRI
IRIS_313-11969,IRIS_313-11969,ERS469115,O. sativa,Indica,Indica,India,IRRI
